Item Item DOI,question_text
10.21019/qna-900215,Which of the following are descriptive statistics commonly used in characterizing data from observational studies? (Select ALL that apply.)
10.21019/qna-900216,Which of the following clinical study design characteristics is consistent with a case report?
10.21019/qna-900217,Clinical research generally seeks to answer questions for which of the following health care areas?
10.21019/qna-900218,Which of the following statements is true regarding observational research design characteristics?
10.21019/qna-900219,Which of the following research design types may be considered experimental research? (Select ALL that apply.)
10.21019/qna-900220,In which of the following ways are cohort studies different than controlled trials in terms of study design characteristics?
10.21019/qna-900221,Which of the following clinical trial designs evaluates intrasubject effects between two or more study treatments?
10.21019/qna-900222,Which of the following disease states are suitable for a crossover study design? (Select ALL that apply.)
10.21019/qna-900223,Blinding of subjects is an important process within controlled trials to minimize which of the following?
10.21019/qna-900224,Randomization is a key process within controlled trials to ensure which of the following?
10.21019/qna-900225,Which group of individuals is unaware of the subject treatment in a double-blind study?
10.21019/qna-900226,Which of the following are characteristics of stratification? (Select ALL that apply.)
10.21019/qna-900227,Which of the following is true regarding sample size in randomized controlled trials?
10.21019/qna-900228,Which of the following groups can serve as a control in a randomized clinical trial? (Select ALL that apply.)
10.21019/qna-900229,Which of the following are acceptable techniques for managing data from those patients who withdraw from a study before completing the study protocol? (Select ALL that apply.)
10.21019/qna-900230,Which of the following are steps in the critical appraisal of the literature relative to a published study? (Select ALL that apply.)
10.21019/qna-900231,Which of the following questions aid in evaluating a clinical trial? (Select ALL that apply.)
10.21019/qna-900232,Which of the following are essential vehicles for practitioners in keeping up to date with new literature? (Select ALL that apply.)
10.21019/qna-900233,Which of the following are critical steps in practicing evidenced-based medicine? (Select ALL that apply.)
10.21019/qna-900234,Which of the following are potential confounding variables? (Select ALL that apply.)
10.21019/qna-900235,Which of the following are used to calculate a sample size? (Select ALL that apply.)
10.21019/qna-900236,"In a randomized controlled trial that follows a parallel design, which of the following statements is true?"
10.21019/qna-900237,The intention-to-treat analysis includes data from which patients?
10.21019/qna-900238,The duration of follow-up for a randomized clinical trial should be determined by which of the following factors? (Select ALL that apply.)
10.21019/qna-900240,"According to the AHA/ACC 2017 guidelines, which of the following agents are suitable as initial therapy for the treatment of uncomplicated hypertension? (Select ALL that apply.)"
10.21019/qna-900241,Hyperkalemia is a possible adverse effect of which of the following medications? (Select ALL that apply.)
10.21019/qna-900242,A 48-year-old patient with hypertension presents with a new diagnosis of chronic kidney disease and albuminuria. Which of the following agents would be an appropriate choice as initial therapy in this patient?
10.21019/qna-900243,A 62-year-old patient with a history of hypertension and gout presents to begin pharmacotherapy for hypertension. Which agent is the most appropriate choice as initial therapy?
10.21019/qna-900244,Which of the following medications can cause bradycardia? (Select ALL that apply.)
10.21019/qna-900245,A patient requires a cardioselective ß-blocker in his outpatient medication regimen after recent discharge from the hospital following a new myocardial infarction. You suggest he take which of the following?
10.21019/qna-900246,Which of the following would be considered a hypertensive emergency?
10.21019/qna-900247,What are the treatment goals for a patient with hypertensive emergency?
10.21019/qna-900248,"A patient presents to your ambulatory clinic with a blood pressure of 210/125 mmHg. Past medical history is significant for type 2 diabetes, congestive heart failure, and renal insufficiency. What would be the recommended treatment for the patient’s hypertensive emergency?"
10.21019/qna-900249,"Which of the following antihypertensive agents can cause first-dose syncope, palpitations, peripheral edema, and priapism?"
10.21019/qna-900250,"Which of the following antihypertensive agents is most likely to cause lupus syndrome, postural hypotension, and peripheral neuropathy?"
10.21019/qna-900251,Which of the following medications are associated with drug-induced hypertension? (Select ALL that apply.)
10.21019/qna-900252,"What is the best recommendation for antihypertensive medication in a patient who has atrial fibrillation, coronary artery disease with angina, and hyperthyroidism?"
10.21019/qna-900253,What antihypertensive agent can be used in a patient with essential hypertension and a history of depression with suicidal ideation except?
10.21019/qna-900254,Which of the following are secondary causes of hypertension? (Select ALL that apply.)
10.21019/qna-900255,"Patient: male, age 70 years Height: 5'11 Known diseases: DM (15 years), HTN (20 years), obstructive sleep apnea (5 years), osteoarthritis OTC use: Aleve Weight: 248 lb. Allergies: NKDA. Pharmacist notes and other patient information: + tobacco—1.5 ppd, 4–5 cups of coffee/day, ETOH—2 drinks/week. Glipizide 5 mg po daily, Lisinopril 5 mg podaily, Hydrodiuril 12.5 mg po daily, Ibuprofen 800 mg po tid. Possible complications that the patient is at risk of developing secondary to uncontrolled hypertension include which of the following?"
10.21019/qna-900256,"Patient: male, age 70 years Height: 5'11 Known diseases: DM (15 years), HTN (20 years), obstructive sleep apnea (5 years), osteoarthritis OTC use: Aleve Weight: 248 lb. Allergies: NKDA. Pharmacist notes and other patient information: + tobacco—1.5 ppd, 4–5 cups of coffee/day, ETOH—2 drinks/week. Glipizide 5 mg po daily, Lisinopril 5 mg podaily, Hydrodiuril 12.5 mg po daily, Ibuprofen 800 mg po tid. Education regarding lifestyle modification issues in this patient should include which of the following? (Select ALL that apply.)"
10.21019/qna-900257,"Patient: male, age 70 years Height: 5'11 Known diseases: DM (15 years), HTN (20 years), obstructive sleep apnea (5 years), osteoarthritis OTC use: Aleve Weight: 248 lb. Allergies: NKDA. Pharmacist notes and other patient information: + tobacco—1.5 ppd, 4–5 cups of coffee/day, ETOH—2 drinks/week. Glipizide 5 mg po daily, Lisinopril 5 mg podaily, Hydrodiuril 12.5 mg po daily, Ibuprofen 800 mg po tid. Possible reasons that the patient’s blood pressure is uncontrolled include which of the following?"
10.21019/qna-900258,"Patient: male, age 70 years Height: 5'11 Known diseases: DM (15 years), HTN (20 years), obstructive sleep apnea (5 years), osteoarthritis OTC use: Aleve Weight: 248 lb. Allergies: NKDA. Pharmacist notes and other patient information: + tobacco—1.5 ppd, 4–5 cups of coffee/day, ETOH—2 drinks/week. Glipizide 5 mg po daily, Lisinopril 5 mg podaily, Hydrodiuril 12.5 mg po daily, Ibuprofen 800 mg po tid. Which of the following would be the most appropriate initial antihypertensive agent for this patient?"
